# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-05-06 13:03:14 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01549700 Pine Creek bl L Pine Creek near Waterville, PA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01549700
#            TS   parameter     statistic     Description
#        119044       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	119044_00060_00003	119044_00060_00003_cd
USGS	01549700	1957-12-29	3360	A
USGS	01549700	1957-12-30	2580	A
USGS	01549700	1957-12-31	2050	A
USGS	01549700	1958-01-01	1800	A
USGS	01549700	1958-01-02	1410	A
USGS	01549700	1958-01-03	1100	A
USGS	01549700	1958-01-04	850	A
USGS	01549700	1958-01-05	670	A
USGS	01549700	1958-01-06	620	A
USGS	01549700	1958-01-07	760	A
USGS	01549700	1958-01-08	690	A
USGS	01549700	1958-01-09	630	A
USGS	01549700	1958-01-10	570	A
USGS	01549700	1958-01-11	540	A
USGS	01549700	1958-01-12	510	A
USGS	01549700	1958-01-13	500	A
USGS	01549700	1958-01-14	620	A
USGS	01549700	1958-01-15	1600	A
USGS	01549700	1958-01-16	2000	A
USGS	01549700	1958-01-17	1500	A
USGS	01549700	1958-01-18	1200	A
USGS	01549700	1958-01-19	950	A
USGS	01549700	1958-01-20	800	A
USGS	01549700	1958-01-21	860	A
USGS	01549700	1958-01-22	1100	A
USGS	01549700	1958-01-23	1300	A
USGS	01549700	1958-01-24	1200	A
USGS	01549700	1958-01-25	1100	A
USGS	01549700	1958-01-26	960	A
USGS	01549700	1958-01-27	880	A
USGS	01549700	1958-01-28	820	A
USGS	01549700	1958-01-29	760	A
USGS	01549700	1958-01-30	700	A
USGS	01549700	1958-01-31	660	A
USGS	01549700	1958-02-01	605	A
USGS	01549700	1958-02-02	565	A
USGS	01549700	1958-02-03	565	A
USGS	01549700	1958-02-04	605	A
USGS	01549700	1958-02-05	540	A
USGS	01549700	1958-02-06	500	A
USGS	01549700	1958-02-07	450	A
USGS	01549700	1958-02-08	420	A
USGS	01549700	1958-02-09	400	A
USGS	01549700	1958-02-10	440	A
USGS	01549700	1958-02-11	460	A
USGS	01549700	1958-02-12	460	A
USGS	01549700	1958-02-13	420	A
USGS	01549700	1958-02-14	370	A
USGS	01549700	1958-02-15	390	A
USGS	01549700	1958-02-16	390	A
USGS	01549700	1958-02-17	360	A
USGS	01549700	1958-02-18	350	A
USGS	01549700	1958-02-19	340	A
USGS	01549700	1958-02-20	340	A
USGS	01549700	1958-02-21	340	A
USGS	01549700	1958-02-22	370	A
USGS	01549700	1958-02-23	410	A
USGS	01549700	1958-02-24	510	A
USGS	01549700	1958-02-25	800	A
USGS	01549700	1958-02-26	1400	A
USGS	01549700	1958-02-27	1900	A
USGS	01549700	1958-02-28	5100	A
USGS	01549700	1958-03-01	4910	A
USGS	01549700	1958-03-02	4000	A
USGS	01549700	1958-03-03	3570	A
USGS	01549700	1958-03-04	3360	A
USGS	01549700	1958-03-05	2770	A
USGS	01549700	1958-03-06	2400	A
USGS	01549700	1958-03-07	2140	A
USGS	01549700	1958-03-08	2140	A
USGS	01549700	1958-03-09	2140	A
USGS	01549700	1958-03-10	2050	A
USGS	01549700	1958-03-11	1960	A
USGS	01549700	1958-03-12	1880	A
USGS	01549700	1958-03-13	1480	A
USGS	01549700	1958-03-14	1560	A
USGS	01549700	1958-03-15	1270	A
USGS	01549700	1958-03-16	1270	A
USGS	01549700	1958-03-17	1270	A
USGS	01549700	1958-03-18	1080	A
USGS	01549700	1958-03-19	1020	A
USGS	01549700	1958-03-20	1080	A
USGS	01549700	1958-03-21	1080	A
USGS	01549700	1958-03-22	1080	A
USGS	01549700	1958-03-23	962	A
USGS	01549700	1958-03-24	962	A
USGS	01549700	1958-03-25	1270	A
USGS	01549700	1958-03-26	1880	A
USGS	01549700	1958-03-27	2050	A
USGS	01549700	1958-03-28	2400	A
USGS	01549700	1958-03-29	3160	A
USGS	01549700	1958-03-30	3780	A
USGS	01549700	1958-03-31	4680	A
USGS	01549700	1958-04-01	4680	A
USGS	01549700	1958-04-02	4680	A
USGS	01549700	1958-04-03	5200	A
USGS	01549700	1958-04-04	6130	A
USGS	01549700	1958-04-05	6390	A
USGS	01549700	1958-04-06	9900	A
USGS	01549700	1958-04-07	13700	A
USGS	01549700	1958-04-08	14600	A
USGS	01549700	1958-04-09	8400	A
USGS	01549700	1958-04-10	5630	A
USGS	01549700	1958-04-11	5870	A
USGS	01549700	1958-04-12	6650	A
USGS	01549700	1958-04-13	6100	A
USGS	01549700	1958-04-14	6130	A
USGS	01549700	1958-04-15	7190	A
USGS	01549700	1958-04-16	8350	A
USGS	01549700	1958-04-17	7760	A
USGS	01549700	1958-04-18	6920	A
USGS	01549700	1958-04-19	6130	A
USGS	01549700	1958-04-20	4450	A
USGS	01549700	1958-04-21	3780	A
USGS	01549700	1958-04-22	5900	A
USGS	01549700	1958-04-23	5880	A
USGS	01549700	1958-04-24	4680	A
USGS	01549700	1958-04-25	3780	A
USGS	01549700	1958-04-26	3360	A
USGS	01549700	1958-04-27	2400	A
USGS	01549700	1958-04-28	2960	A
USGS	01549700	1958-04-29	3300	A
USGS	01549700	1958-04-30	4900	A
USGS	01549700	1958-05-01	4220	A
USGS	01549700	1958-05-02	3570	A
USGS	01549700	1958-05-03	2960	A
USGS	01549700	1958-05-04	4080	A
USGS	01549700	1958-05-05	6130	A
USGS	01549700	1958-05-06	5390	A
USGS	01549700	1958-05-07	6650	A
USGS	01549700	1958-05-08	8350	A
USGS	01549700	1958-05-09	7190	A
USGS	01549700	1958-05-10	4910	A
USGS	01549700	1958-05-11	4000	A
USGS	01549700	1958-05-12	3100	A
USGS	01549700	1958-05-13	2500	A
USGS	01549700	1958-05-14	2100	A
USGS	01549700	1958-05-15	1880	A
USGS	01549700	1958-05-16	1640	A
USGS	01549700	1958-05-17	1560	A
USGS	01549700	1958-05-18	1480	A
USGS	01549700	1958-05-19	1410	A
USGS	01549700	1958-05-20	1270	A
USGS	01549700	1958-05-21	1080	A
USGS	01549700	1958-05-22	962	A
USGS	01549700	1958-05-23	905	A
USGS	01549700	1958-05-24	795	A
USGS	01549700	1958-05-25	565	A
USGS	01549700	1958-05-26	745	A
USGS	01549700	1958-05-27	565	A
USGS	01549700	1958-05-28	490	A
USGS	01549700	1958-05-29	490	A
USGS	01549700	1958-05-30	455	A
USGS	01549700	1958-05-31	425	A
USGS	01549700	1958-06-01	490	A
USGS	01549700	1958-06-02	455	A
USGS	01549700	1958-06-03	455	A
USGS	01549700	1958-06-04	455	A
USGS	01549700	1958-06-05	390	A
USGS	01549700	1958-06-06	335	A
USGS	01549700	1958-06-07	335	A
USGS	01549700	1958-06-08	335	A
USGS	01549700	1958-06-09	362	A
USGS	01549700	1958-06-10	530	A
USGS	01549700	1958-06-11	1280	A
USGS	01549700	1958-06-12	1480	A
USGS	01549700	1958-06-13	1140	A
USGS	01549700	1958-06-14	1140	A
USGS	01549700	1958-06-15	1140	A
USGS	01549700	1958-06-16	1080	A
USGS	01549700	1958-06-17	905	A
USGS	01549700	1958-06-18	650	A
USGS	01549700	1958-06-19	745	A
USGS	01549700	1958-06-20	850	A
USGS	01549700	1958-06-21	745	A
USGS	01549700	1958-06-22	605	A
USGS	01549700	1958-06-23	525	A
USGS	01549700	1958-06-24	425	A
USGS	01549700	1958-06-25	390	A
USGS	01549700	1958-06-26	390	A
USGS	01549700	1958-06-27	390	A
USGS	01549700	1958-06-28	362	A
USGS	01549700	1958-06-29	275	A
USGS	01549700	1958-06-30	261	A
USGS	01549700	1958-07-01	256	A
USGS	01549700	1958-07-02	256	A
USGS	01549700	1958-07-03	251	A
USGS	01549700	1958-07-04	261	A
USGS	01549700	1958-07-05	261	A
USGS	01549700	1958-07-06	288	A
USGS	01549700	1958-07-07	565	A
USGS	01549700	1958-07-08	650	A
USGS	01549700	1958-07-09	900	A
USGS	01549700	1958-07-10	745	A
USGS	01549700	1958-07-11	565	A
USGS	01549700	1958-07-12	490	A
USGS	01549700	1958-07-13	455	A
USGS	01549700	1958-07-14	490	A
USGS	01549700	1958-07-15	546	A
USGS	01549700	1958-07-16	1220	A
USGS	01549700	1958-07-17	1250	A
USGS	01549700	1958-07-18	962	A
USGS	01549700	1958-07-19	745	A
USGS	01549700	1958-07-20	650	A
USGS	01549700	1958-07-21	490	A
USGS	01549700	1958-07-22	455	A
USGS	01549700	1958-07-23	525	A
USGS	01549700	1958-07-24	490	A
USGS	01549700	1958-07-25	425	A
USGS	01549700	1958-07-26	425	A
USGS	01549700	1958-07-27	425	A
USGS	01549700	1958-07-28	540	A
USGS	01549700	1958-07-29	3560	A
USGS	01549700	1958-07-30	2400	A
USGS	01549700	1958-07-31	1960	A
USGS	01549700	1958-08-01	1950	A
USGS	01549700	1958-08-02	1650	A
USGS	01549700	1958-08-03	1270	A
USGS	01549700	1958-08-04	905	A
USGS	01549700	1958-08-05	650	A
USGS	01549700	1958-08-06	565	A
USGS	01549700	1958-08-07	605	A
USGS	01549700	1958-08-08	565	A
USGS	01549700	1958-08-09	565	A
USGS	01549700	1958-08-10	525	A
USGS	01549700	1958-08-11	425	A
USGS	01549700	1958-08-12	425	A
USGS	01549700	1958-08-13	425	A
USGS	01549700	1958-08-14	425	A
USGS	01549700	1958-08-15	425	A
USGS	01549700	1958-08-16	362	A
USGS	01549700	1958-08-17	362	A
USGS	01549700	1958-08-18	335	A
USGS	01549700	1958-08-19	335	A
USGS	01549700	1958-08-20	335	A
USGS	01549700	1958-08-21	335	A
USGS	01549700	1958-08-22	314	A
USGS	01549700	1958-08-23	314	A
USGS	01549700	1958-08-24	309	A
USGS	01549700	1958-08-25	568	A
USGS	01549700	1958-08-26	455	A
USGS	01549700	1958-08-27	425	A
USGS	01549700	1958-08-28	395	A
USGS	01549700	1958-08-29	368	A
USGS	01549700	1958-08-30	335	A
USGS	01549700	1958-08-31	261	A
USGS	01549700	1958-09-01	251	A
USGS	01549700	1958-09-02	247	A
USGS	01549700	1958-09-03	211	A
USGS	01549700	1958-09-04	186	A
USGS	01549700	1958-09-05	169	A
USGS	01549700	1958-09-06	169	A
USGS	01549700	1958-09-07	266	A
USGS	01549700	1958-09-08	425	A
USGS	01549700	1958-09-09	356	A
USGS	01549700	1958-09-10	325	A
USGS	01549700	1958-09-11	256	A
USGS	01549700	1958-09-12	238	A
USGS	01549700	1958-09-13	194	A
USGS	01549700	1958-09-14	194	A
USGS	01549700	1958-09-15	186	A
USGS	01549700	1958-09-16	182	A
USGS	01549700	1958-09-17	200	A
USGS	01549700	1958-09-18	460	A
USGS	01549700	1958-09-19	380	A
USGS	01549700	1958-09-20	362	A
USGS	01549700	1958-09-21	384	A
USGS	01549700	1958-09-22	874	A
USGS	01549700	1958-09-23	795	A
USGS	01549700	1958-09-24	605	A
USGS	01549700	1958-09-25	565	A
USGS	01549700	1958-09-26	490	A
USGS	01549700	1958-09-27	666	A
USGS	01549700	1958-09-28	2390	A
USGS	01549700	1958-09-29	1410	A
USGS	01549700	1958-09-30	1340	A
USGS	01549700	1958-10-01	1200	A
USGS	01549700	1958-10-02	1080	A
USGS	01549700	1958-10-03	905	A
USGS	01549700	1958-10-04	605	A
USGS	01549700	1958-10-05	565	A
USGS	01549700	1958-10-06	525	A
USGS	01549700	1958-10-07	525	A
USGS	01549700	1958-10-08	490	A
USGS	01549700	1958-10-09	490	A
USGS	01549700	1958-10-10	455	A
USGS	01549700	1958-10-11	425	A
USGS	01549700	1958-10-12	390	A
USGS	01549700	1958-10-13	368	A
USGS	01549700	1958-10-14	362	A
USGS	01549700	1958-10-15	325	A
USGS	01549700	1958-10-16	261	A
USGS	01549700	1958-10-17	261	A
USGS	01549700	1958-10-18	261	A
USGS	01549700	1958-10-19	261	A
USGS	01549700	1958-10-20	261	A
USGS	01549700	1958-10-21	198	A
USGS	01549700	1958-10-22	186	A
USGS	01549700	1958-10-23	229	A
USGS	01549700	1958-10-24	335	A
USGS	01549700	1958-10-25	335	A
USGS	01549700	1958-10-26	335	A
USGS	01549700	1958-10-27	450	A
USGS	01549700	1958-10-28	620	A
USGS	01549700	1958-10-29	540	A
USGS	01549700	1958-10-30	480	A
USGS	01549700	1958-10-31	450	A
USGS	01549700	1958-11-01	400	A
USGS	01549700	1958-11-02	390	A
USGS	01549700	1958-11-03	450	A
USGS	01549700	1958-11-04	540	A
USGS	01549700	1958-11-05	500	A
USGS	01549700	1958-11-06	480	A
USGS	01549700	1958-11-07	470	A
USGS	01549700	1958-11-08	470	A
USGS	01549700	1958-11-09	480	A
USGS	01549700	1958-11-10	510	A
USGS	01549700	1958-11-11	540	A
USGS	01549700	1958-11-12	500	A
USGS	01549700	1958-11-13	470	A
USGS	01549700	1958-11-14	520	A
USGS	01549700	1958-11-15	550	A
USGS	01549700	1958-11-16	570	A
USGS	01549700	1958-11-17	620	A
USGS	01549700	1958-11-18	760	A
USGS	01549700	1958-11-19	880	A
USGS	01549700	1958-11-20	900	A
USGS	01549700	1958-11-21	920	A
USGS	01549700	1958-11-22	880	A
USGS	01549700	1958-11-23	820	A
USGS	01549700	1958-11-24	795	A
USGS	01549700	1958-11-25	850	A
USGS	01549700	1958-11-26	745	A
USGS	01549700	1958-11-27	905	A
USGS	01549700	1958-11-28	700	A
USGS	01549700	1958-11-29	730	A
USGS	01549700	1958-11-30	680	A
USGS	01549700	1958-12-01	620	A
USGS	01549700	1958-12-02	700	A
USGS	01549700	1958-12-03	650	A
USGS	01549700	1958-12-04	760	A
USGS	01549700	1958-12-05	950	A
USGS	01549700	1958-12-06	1410	A
USGS	01549700	1958-12-07	1020	A
USGS	01549700	1958-12-08	900	A
USGS	01549700	1958-12-09	800	A
USGS	01549700	1958-12-10	720	A
USGS	01549700	1958-12-11	620	A
USGS	01549700	1958-12-12	640	A
USGS	01549700	1958-12-13	720	A
USGS	01549700	1958-12-14	680	A
USGS	01549700	1958-12-15	630	A
USGS	01549700	1958-12-16	600	A
USGS	01549700	1958-12-17	640	A
USGS	01549700	1958-12-18	610	A
USGS	01549700	1958-12-19	580	A
USGS	01549700	1958-12-20	550	A
USGS	01549700	1958-12-21	520	A
USGS	01549700	1958-12-22	490	A
USGS	01549700	1958-12-23	450	A
USGS	01549700	1958-12-24	470	A
USGS	01549700	1958-12-25	430	A
USGS	01549700	1958-12-26	390	A
USGS	01549700	1958-12-27	400	A
USGS	01549700	1958-12-28	420	A
USGS	01549700	1958-12-29	390	A
USGS	01549700	1958-12-30	370	A
USGS	01549700	1958-12-31	350	A
USGS	01549700	1959-01-01	370	A
USGS	01549700	1959-01-02	440	A
USGS	01549700	1959-01-03	520	A
USGS	01549700	1959-01-04	450	A
USGS	01549700	1959-01-05	400	A
USGS	01549700	1959-01-06	370	A
USGS	01549700	1959-01-07	350	A
USGS	01549700	1959-01-08	330	A
USGS	01549700	1959-01-09	320	A
USGS	01549700	1959-01-10	310	A
USGS	01549700	1959-01-11	300	A
USGS	01549700	1959-01-12	290	A
USGS	01549700	1959-01-13	280	A
USGS	01549700	1959-01-14	280	A
USGS	01549700	1959-01-15	310	A
USGS	01549700	1959-01-16	620	A
USGS	01549700	1959-01-17	450	A
USGS	01549700	1959-01-18	390	A
USGS	01549700	1959-01-19	350	A
USGS	01549700	1959-01-20	320	A
USGS	01549700	1959-01-21	1500	A
USGS	01549700	1959-01-22	17000	A
USGS	01549700	1959-01-23	10100	A
USGS	01549700	1959-01-24	5390	A
USGS	01549700	1959-01-25	3780	A
USGS	01549700	1959-01-26	2960	A
USGS	01549700	1959-01-27	2310	A
USGS	01549700	1959-01-28	1600	A
USGS	01549700	1959-01-29	1400	A
USGS	01549700	1959-01-30	1650	A
USGS	01549700	1959-01-31	2100	A
USGS	01549700	1959-02-01	1300	A
USGS	01549700	1959-02-02	1000	A
USGS	01549700	1959-02-03	930	A
USGS	01549700	1959-02-04	1600	A
USGS	01549700	1959-02-05	1840	A
USGS	01549700	1959-02-06	1140	A
USGS	01549700	1959-02-07	1020	A
USGS	01549700	1959-02-08	880	A
USGS	01549700	1959-02-09	795	A
USGS	01549700	1959-02-10	4470	A
USGS	01549700	1959-02-11	6550	A
USGS	01549700	1959-02-12	3170	A
USGS	01549700	1959-02-13	2580	A
USGS	01549700	1959-02-14	2140	A
USGS	01549700	1959-02-15	2050	A
USGS	01549700	1959-02-16	1800	A
USGS	01549700	1959-02-17	1640	A
USGS	01549700	1959-02-18	1480	A
USGS	01549700	1959-02-19	1250	A
USGS	01549700	1959-02-20	1300	A
USGS	01549700	1959-02-21	1200	A
USGS	01549700	1959-02-22	1100	A
USGS	01549700	1959-02-23	1000	A
USGS	01549700	1959-02-24	900	A
USGS	01549700	1959-02-25	800	A
USGS	01549700	1959-02-26	840	A
USGS	01549700	1959-02-27	1000	A
USGS	01549700	1959-02-28	1560	A
USGS	01549700	1959-03-01	1720	A
USGS	01549700	1959-03-02	1270	A
USGS	01549700	1959-03-03	1080	A
USGS	01549700	1959-03-04	850	A
USGS	01549700	1959-03-05	745	A
USGS	01549700	1959-03-06	4820	A
USGS	01549700	1959-03-07	6140	A
USGS	01549700	1959-03-08	2860	A
USGS	01549700	1959-03-09	2300	A
USGS	01549700	1959-03-10	2120	A
USGS	01549700	1959-03-11	1860	A
USGS	01549700	1959-03-12	1700	A
USGS	01549700	1959-03-13	1400	A
USGS	01549700	1959-03-14	1080	A
USGS	01549700	1959-03-15	1280	A
USGS	01549700	1959-03-16	3140	A
USGS	01549700	1959-03-17	2320	A
USGS	01549700	1959-03-18	1860	A
USGS	01549700	1959-03-19	1610	A
USGS	01549700	1959-03-20	3050	A
USGS	01549700	1959-03-21	3900	A
USGS	01549700	1959-03-22	3680	A
USGS	01549700	1959-03-23	3260	A
USGS	01549700	1959-03-24	3260	A
USGS	01549700	1959-03-25	3900	A
USGS	01549700	1959-03-26	5060	A
USGS	01549700	1959-03-27	5560	A
USGS	01549700	1959-03-28	4820	A
USGS	01549700	1959-03-29	3680	A
USGS	01549700	1959-03-30	3260	A
USGS	01549700	1959-03-31	3060	A
USGS	01549700	1959-04-01	3900	A
USGS	01549700	1959-04-02	7080	A
USGS	01549700	1959-04-03	12200	A
USGS	01549700	1959-04-04	8350	A
USGS	01549700	1959-04-05	6080	A
USGS	01549700	1959-04-06	5560	A
USGS	01549700	1959-04-07	4580	A
USGS	01549700	1959-04-08	4120	A
USGS	01549700	1959-04-09	3680	A
USGS	01549700	1959-04-10	3260	A
USGS	01549700	1959-04-11	2860	A
USGS	01549700	1959-04-12	2480	A
USGS	01549700	1959-04-13	2120	A
USGS	01549700	1959-04-14	2040	A
USGS	01549700	1959-04-15	1950	A
USGS	01549700	1959-04-16	1620	A
USGS	01549700	1959-04-17	1470	A
USGS	01549700	1959-04-18	1260	A
USGS	01549700	1959-04-19	1200	A
USGS	01549700	1959-04-20	1700	A
USGS	01549700	1959-04-21	1950	A
USGS	01549700	1959-04-22	1620	A
USGS	01549700	1959-04-23	1330	A
USGS	01549700	1959-04-24	1260	A
USGS	01549700	1959-04-25	1200	A
USGS	01549700	1959-04-26	1220	A
USGS	01549700	1959-04-27	2810	A
USGS	01549700	1959-04-28	6080	A
USGS	01549700	1959-04-29	7180	A
USGS	01549700	1959-04-30	6350	A
USGS	01549700	1959-05-01	4580	A
USGS	01549700	1959-05-02	3470	A
USGS	01549700	1959-05-03	2860	A
USGS	01549700	1959-05-04	2480	A
USGS	01549700	1959-05-05	2040	A
USGS	01549700	1959-05-06	1780	A
USGS	01549700	1959-05-07	1540	A
USGS	01549700	1959-05-08	1260	A
USGS	01549700	1959-05-09	1080	A
USGS	01549700	1959-05-10	970	A
USGS	01549700	1959-05-11	1020	A
USGS	01549700	1959-05-12	1020	A
USGS	01549700	1959-05-13	970	A
USGS	01549700	1959-05-14	865	A
USGS	01549700	1959-05-15	765	A
USGS	01549700	1959-05-16	670	A
USGS	01549700	1959-05-17	670	A
USGS	01549700	1959-05-18	585	A
USGS	01549700	1959-05-19	585	A
USGS	01549700	1959-05-20	670	A
USGS	01549700	1959-05-21	670	A
USGS	01549700	1959-05-22	585	A
USGS	01549700	1959-05-23	585	A
USGS	01549700	1959-05-24	585	A
USGS	01549700	1959-05-25	510	A
USGS	01549700	1959-05-26	510	A
USGS	01549700	1959-05-27	510	A
USGS	01549700	1959-05-28	510	A
USGS	01549700	1959-05-29	476	A
USGS	01549700	1959-05-30	476	A
USGS	01549700	1959-05-31	332	A
USGS	01549700	1959-06-01	321	A
USGS	01549700	1959-06-02	378	A
USGS	01549700	1959-06-03	361	A
USGS	01549700	1959-06-04	344	A
USGS	01549700	1959-06-05	321	A
USGS	01549700	1959-06-06	644	A
USGS	01549700	1959-06-07	548	A
USGS	01549700	1959-06-08	416	A
USGS	01549700	1959-06-09	295	A
USGS	01549700	1959-06-10	269	A
USGS	01549700	1959-06-11	246	A
USGS	01549700	1959-06-12	214	A
USGS	01549700	1959-06-13	345	A
USGS	01549700	1959-06-14	295	A
USGS	01549700	1959-06-15	255	A
USGS	01549700	1959-06-16	197	A
USGS	01549700	1959-06-17	188	A
USGS	01549700	1959-06-18	184	A
USGS	01549700	1959-06-19	184	A
USGS	01549700	1959-06-20	184	A
USGS	01549700	1959-06-21	184	A
USGS	01549700	1959-06-22	180	A
USGS	01549700	1959-06-23	267	A
USGS	01549700	1959-06-24	246	A
USGS	01549700	1959-06-25	269	A
USGS	01549700	1959-06-26	241	A
USGS	01549700	1959-06-27	231	A
USGS	01549700	1959-06-28	205	A
USGS	01549700	1959-06-29	184	A
USGS	01549700	1959-06-30	176	A
USGS	01549700	1959-07-01	158	A
USGS	01549700	1959-07-02	169	A
USGS	01549700	1959-07-03	158	A
USGS	01549700	1959-07-04	140	A
USGS	01549700	1959-07-05	130	A
USGS	01549700	1959-07-06	204	A
USGS	01549700	1959-07-07	321	A
USGS	01549700	1959-07-08	295	A
USGS	01549700	1959-07-09	231	A
USGS	01549700	1959-07-10	162	A
USGS	01549700	1959-07-11	140	A
USGS	01549700	1959-07-12	137	A
USGS	01549700	1959-07-13	130	A
USGS	01549700	1959-07-14	127	A
USGS	01549700	1959-07-15	130	A
USGS	01549700	1959-07-16	147	A
USGS	01549700	1959-07-17	127	A
USGS	01549700	1959-07-18	117	A
USGS	01549700	1959-07-19	90.0	A
USGS	01549700	1959-07-20	162	A
USGS	01549700	1959-07-21	214	A
USGS	01549700	1959-07-22	169	A
USGS	01549700	1959-07-23	158	A
USGS	01549700	1959-07-24	147	A
USGS	01549700	1959-07-25	130	A
USGS	01549700	1959-07-26	121	A
